Customer: Premium $546.06, Excess $500, Half-excess 2, Category power, Postcode 2000, Sum insured $22222, Year built 2021, Professionally built True, Water skiers 1, Previous claims 0. Credit risk: Good
Customer: Premium $229.18, Excess $950, Half-excess 2, Category power, Postcode 2770, Sum insured $10575, Year built 1999, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $284.91, Excess $1000, Half-excess 2, Category power, Postcode 2770, Sum insured $20650, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $236.79, Excess $950, Half-excess 2, Category power, Postcode 4809, Sum insured $4960, Year built 1996, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $538.92, Excess $1250, Half-excess 2, Category power, Postcode 3377, Sum insured $54600, Year built 2010, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $289.86, Excess $1000, Half-excess 2, Category power, Postcode 2905, Sum insured $16050, Year built 1996, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $189.75, Excess $950, Half-excess 2, Category power, Postcode 2071, Sum insured $6500, Year built 2003, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $191.68, Excess $950, Half-excess 2, Category power, Postcode 4184, Sum insured $5435, Year built 2009, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $285.17, Excess $1000, Half-excess 2, Category power, Postcode 7325, Sum insured $19700, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $215.14, Excess $450, Half-excess 2, Category power, Postcode 3140, Sum insured $8550, Year built 2017, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $297.92, Excess $1000, Half-excess 2, Category power, Postcode 4563, Sum insured $21150, Year built 2003, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $471.32, Excess $1000, Half-excess 2, Category power, Postcode 3175, Sum insured $24200, Year built 1991, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $176.48, Excess $950, Half-excess 2, Category power, Postcode 4211, Sum insured $2160, Year built 1993, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $304.78, Excess $1000, Half-excess 2, Category power, Postcode 2335, Sum insured $23000, Year built 2008, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $237.75, Excess $500, Half-excess 2, Category power, Postcode 6026, Sum insured $17250, Year built 2012, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $642.61, Excess $750, Half-excess 2, Category power, Postcode 2330, Sum insured $60200, Year built 2012, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $210.42, Excess $950, Half-excess 2, Category power, Postcode 2319, Sum insured $9395, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $260.03, Excess $1000, Half-excess 2, Category power, Postcode 4740, Sum insured $17450, Year built 2010, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $266.62, Excess $1000, Half-excess 2, Category power, Postcode 4214, Sum insured $21800, Year built 2008, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $343.64, Excess $1000, Half-excess 2, Category power, Postcode 4551, Sum insured $23550, Year built 2006, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $290.30, Excess $500, Half-excess 2, Category power, Postcode 3226, Sum insured $24500, Year built 2012, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $640.46, Excess $1250, Half-excess 2, Category power, Postcode 4212, Sum insured $105150, Year built 2017, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $498.18, Excess $500, Half-excess 2, Category power, Postcode 4818, Sum insured $37300, Year built 2020, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Bad
Customer: Premium $483.47, Excess $1250, Half-excess 2, Category power, Postcode 4879, Sum insured $45900, Year built 2006, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Bad
Customer: Premium $290.62, Excess $1000, Half-excess 2, Category power, Postcode 3782, Sum insured $21250, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $296.46, Excess $1000, Half-excess 2, Category power, Postcode 3345, Sum insured $17950, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $966.05, Excess $1250, Half-excess 2, Category power, Postcode 3106, Sum insured $48050, Year built 1995, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $214.04, Excess $950, Half-excess 2, Category power, Postcode 2260, Sum insured $10040, Year built 2001, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $262.75, Excess $1000, Half-excess 2, Category power, Postcode 6532, Sum insured $13500, Year built 2008, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $292.24, Excess $1000, Half-excess 2, Category power, Postcode 4565, Sum insured $23950, Year built 2008, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $274.83, Excess $1000, Half-excess 2, Category power, Postcode 4655, Sum insured $21100, Year built 2002, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $373.48, Excess $1250, Half-excess 2, Category power, Postcode 2087, Sum insured $40050, Year built 1999, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $244.47, Excess $1000, Half-excess 2, Category power, Postcode 4505, Sum insured $14300, Year built 2002, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $959.90, Excess $1250, Half-excess 2, Category power, Postcode 3029, Sum insured $47950, Year built 1996, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $280.06, Excess $950, Half-excess 2, Category power, Postcode 4670, Sum insured $9425, Year built 1986, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $348.44, Excess $1000, Half-excess 2, Category power, Postcode 2324, Sum insured $30400, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $475.65, Excess $1000, Half-excess 2, Category power, Postcode 4744, Sum insured $18800, Year built 1998, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $209.91, Excess $950, Half-excess 2, Category power, Postcode 4161, Sum insured $9475, Year built 1999, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $274.00, Excess $1000, Half-excess 2, Category power, Postcode 3079, Sum insured $18400, Year built 1995, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $276.85, Excess $1000, Half-excess 2, Category power, Postcode 2422, Sum insured $18000, Year built 1999, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $288.34, Excess $950, Half-excess 2, Category power, Postcode 4878, Sum insured $12525, Year built 1985, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $353.19, Excess $1000, Half-excess 2, Category power, Postcode 2575, Sum insured $25050, Year built 2008, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $302.49, Excess $1000, Half-excess 2, Category power, Postcode 3851, Sum insured $19700, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $309.81, Excess $1000, Half-excess 2, Category power, Postcode 3984, Sum insured $22700, Year built 2002, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $310.89, Excess $1000, Half-excess 2, Category power, Postcode 4216, Sum insured $27850, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $255.25, Excess $950, Half-excess 2, Category power, Postcode 3195, Sum insured $4315, Year built 1992, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $307.29, Excess $1000, Half-excess 2, Category power, Postcode 7172, Sum insured $21150, Year built 1999, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $275.56, Excess $1000, Half-excess 2, Category power, Postcode 3305, Sum insured $14700, Year built 2010, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $416.25, Excess $500, Half-excess 2, Category power, Postcode 4670, Sum insured $29550, Year built 2016, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Bad
Customer: Premium $520.91, Excess $750, Half-excess 2, Category power, Postcode 4807, Sum insured $61650, Year built 2018, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $235.15, Excess $950, Half-excess 2, Category power, Postcode 6285, Sum insured $11045, Year built 1996, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $270.74, Excess $1000, Half-excess 2, Category power, Postcode 3631, Sum insured $14550, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $197.92, Excess $950, Half-excess 2, Category power, Postcode 6171, Sum insured $5580, Year built 1990, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $196.90, Excess $950, Half-excess 2, Category power, Postcode 2259, Sum insured $5445, Year built 2003, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $278.28, Excess $500, Half-excess 2, Category power, Postcode 2322, Sum insured $20950, Year built 2013, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $331.19, Excess $1000, Half-excess 2, Category power, Postcode 4753, Sum insured $28900, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $437.81, Excess $1000, Half-excess 2, Category power, Postcode 2380, Sum insured $34625, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $222.72, Excess $500, Half-excess 2, Category power, Postcode 4825, Sum insured $13525, Year built 2012, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $265.99, Excess $950, Half-excess 2, Category power, Postcode 2710, Sum insured $11200, Year built 2008, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $236.01, Excess $950, Half-excess 2, Category power, Postcode 4512, Sum insured $11825, Year built 2003, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $212.70, Excess $950, Half-excess 2, Category power, Postcode 4680, Sum insured $9175, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $370.28, Excess $1000, Half-excess 2, Category power, Postcode 4817, Sum insured $33600, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $724.04, Excess $1250, Half-excess 2, Category power, Postcode 5271, Sum insured $53600, Year built 1989, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $487.98, Excess $750, Half-excess 2, Category power, Postcode 4677, Sum insured $48450, Year built 2011, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Bad
Customer: Premium $287.62, Excess $500, Half-excess 2, Category power, Postcode 7010, Sum insured $29650, Year built 2011, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $226.23, Excess $950, Half-excess 2, Category power, Postcode 6516, Sum insured $9750, Year built 1998, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $350.78, Excess $1000, Half-excess 2, Category power, Postcode 2444, Sum insured $27900, Year built 1996, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $243.69, Excess $450, Half-excess 2, Category power, Postcode 4806, Sum insured $11605, Year built 2014, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $614.47, Excess $1250, Half-excess 2, Category power, Postcode 4216, Sum insured $52000, Year built 2001, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $337.07, Excess $1000, Half-excess 2, Category power, Postcode 2431, Sum insured $28000, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $295.94, Excess $1000, Half-excess 2, Category power, Postcode 4799, Sum insured $24200, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $307.29, Excess $1000, Half-excess 2, Category power, Postcode 4876, Sum insured $21600, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $446.66, Excess $1000, Half-excess 2, Category power, Postcode 5032, Sum insured $33000, Year built 2007, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $247.45, Excess $950, Half-excess 2, Category power, Postcode 2203, Sum insured $12325, Year built 2001, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $175.14, Excess $950, Half-excess 2, Category power, Postcode 4157, Sum insured $2730, Year built 1997, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $291.17, Excess $1000, Half-excess 2, Category power, Postcode 3214, Sum insured $23750, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $353.27, Excess $1000, Half-excess 2, Category power, Postcode 4565, Sum insured $32200, Year built 2003, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $234.55, Excess $500, Half-excess 2, Category power, Postcode 4580, Sum insured $16325, Year built 2013, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $307.10, Excess $1000, Half-excess 2, Category power, Postcode 4564, Sum insured $27050, Year built 2009, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $554.77, Excess $1250, Half-excess 2, Category power, Postcode 3355, Sum insured $58950, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $204.65, Excess $950, Half-excess 2, Category power, Postcode 2267, Sum insured $8500, Year built 1998, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $204.48, Excess $950, Half-excess 2, Category power, Postcode 2283, Sum insured $4110, Year built 2006, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $301.66, Excess $1000, Half-excess 2, Category power, Postcode 2097, Sum insured $25650, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $466.66, Excess $1000, Half-excess 2, Category power, Postcode 3816, Sum insured $36850, Year built 2005, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $280.04, Excess $950, Half-excess 2, Category power, Postcode 4405, Sum insured $11265, Year built 1998, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $440.84, Excess $1250, Half-excess 2, Category power, Postcode 4207, Sum insured $44900, Year built 1991, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $322.81, Excess $1000, Half-excess 2, Category power, Postcode 2282, Sum insured $27200, Year built 1995, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $732.31, Excess $1000, Half-excess 2, Category power, Postcode 7304, Sum insured $78200, Year built 2012, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $319.50, Excess $500, Half-excess 2, Category power, Postcode 3195, Sum insured $31375, Year built 2012, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $197.91, Excess $950, Half-excess 2, Category power, Postcode 3016, Sum insured $7850, Year built 1995, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $275.19, Excess $1000, Half-excess 2, Category power, Postcode 3228, Sum insured $19550, Year built 1996, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $278.71, Excess $1000, Half-excess 2, Category power, Postcode 3550, Sum insured $13775, Year built 2008, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $287.10, Excess $1000, Half-excess 2, Category power, Postcode 4221, Sum insured $23100, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $326.51, Excess $500, Half-excess 2, Category power, Postcode 4510, Sum insured $34200, Year built 2020, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $374.44, Excess $1000, Half-excess 2, Category power, Postcode 7330, Sum insured $34650, Year built 1997, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $294.05, Excess $1000, Half-excess 2, Category power, Postcode 4854, Sum insured $23100, Year built 2001, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $280.01, Excess $500, Half-excess 2, Category power, Postcode 2103, Sum insured $24900, Year built 2019, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $218.61, Excess $950, Half-excess 2, Category power, Postcode 3199, Sum insured $10150, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $206.12, Excess $950, Half-excess 2, Category power, Postcode 2286, Sum insured $7825, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $253.55, Excess $1000, Half-excess 2, Category power, Postcode 4551, Sum insured $14625, Year built 1993, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $299.19, Excess $1000, Half-excess 2, Category power, Postcode 2641, Sum insured $21600, Year built 2004, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $237.96, Excess $950, Half-excess 2, Category power, Postcode 2179, Sum insured $12550, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $223.63, Excess $950, Half-excess 2, Category power, Postcode 4157, Sum insured $12000, Year built 2008, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $401.05, Excess $1000, Half-excess 2, Category power, Postcode 7050, Sum insured $24525, Year built 1996, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $302.97, Excess $1000, Half-excess 2, Category power, Postcode 3440, Sum insured $22250, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $386.90, Excess $1000, Half-excess 2, Category power, Postcode 4744, Sum insured $27000, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $341.91, Excess $1000, Half-excess 2, Category power, Postcode 3195, Sum insured $31000, Year built 2008, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $351.35, Excess $1000, Half-excess 2, Category power, Postcode 3912, Sum insured $31250, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $390.65, Excess $1250, Half-excess 2, Category power, Postcode 2550, Sum insured $40250, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $296.81, Excess $950, Half-excess 2, Category power, Postcode 2285, Sum insured $11800, Year built 2002, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $237.21, Excess $950, Half-excess 2, Category power, Postcode 4670, Sum insured $11875, Year built 2002, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $291.38, Excess $1000, Half-excess 2, Category power, Postcode 3093, Sum insured $20175, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $247.73, Excess $1000, Half-excess 2, Category power, Postcode 2483, Sum insured $12925, Year built 2003, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $231.25, Excess $1000, Half-excess 2, Category power, Postcode 4034, Sum insured $13350, Year built 2009, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $463.31, Excess $1250, Half-excess 2, Category power, Postcode 4341, Sum insured $44600, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $300.41, Excess $1000, Half-excess 2, Category power, Postcode 3133, Sum insured $21550, Year built 2001, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $173.48, Excess $950, Half-excess 2, Category power, Postcode 4164, Sum insured $2475, Year built 1998, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $204.50, Excess $950, Half-excess 2, Category power, Postcode 4217, Sum insured $8600, Year built 2002, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $300.08, Excess $1000, Half-excess 2, Category power, Postcode 4156, Sum insured $14250, Year built 1984, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $573.87, Excess $1250, Half-excess 2, Category power, Postcode 4507, Sum insured $46700, Year built 2005, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $301.14, Excess $1000, Half-excess 2, Category power, Postcode 2756, Sum insured $23400, Year built 2002, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $311.46, Excess $1000, Half-excess 2, Category power, Postcode 3450, Sum insured $20250, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $206.66, Excess $950, Half-excess 2, Category power, Postcode 6010, Sum insured $10000, Year built 1999, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $314.73, Excess $1000, Half-excess 2, Category power, Postcode 4207, Sum insured $26000, Year built 2007, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $274.03, Excess $500, Half-excess 2, Category power, Postcode 4814, Sum insured $18300, Year built 2013, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Bad
Customer: Premium $273.61, Excess $950, Half-excess 2, Category power, Postcode 2820, Sum insured $12375, Year built 1999, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $235.43, Excess $1000, Half-excess 2, Category power, Postcode 2209, Sum insured $15550, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $189.31, Excess $950, Half-excess 2, Category power, Postcode 2428, Sum insured $4105, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $257.35, Excess $1000, Half-excess 2, Category power, Postcode 5046, Sum insured $17650, Year built 2009, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $206.20, Excess $950, Half-excess 2, Category power, Postcode 2323, Sum insured $6950, Year built 1999, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $382.44, Excess $1000, Half-excess 2, Category power, Postcode 4680, Sum insured $16950, Year built 1998, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $398.66, Excess $1000, Half-excess 2, Category power, Postcode 3614, Sum insured $31700, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $278.07, Excess $950, Half-excess 2, Category power, Postcode 3223, Sum insured $6640, Year built 2005, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $257.58, Excess $1000, Half-excess 2, Category power, Postcode 4125, Sum insured $15900, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $262.94, Excess $1000, Half-excess 2, Category power, Postcode 4670, Sum insured $16500, Year built 2010, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Bad
Customer: Premium $310.62, Excess $1000, Half-excess 2, Category power, Postcode 4680, Sum insured $24800, Year built 2002, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $217.46, Excess $950, Half-excess 2, Category power, Postcode 2281, Sum insured $4090, Year built 1985, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $209.41, Excess $450, Half-excess 2, Category power, Postcode 2464, Sum insured $11600, Year built 2013, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $211.43, Excess $950, Half-excess 2, Category power, Postcode 4224, Sum insured $8900, Year built 1993, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $248.04, Excess $1000, Half-excess 2, Category power, Postcode 2564, Sum insured $14950, Year built 1997, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $620.03, Excess $1000, Half-excess 2, Category power, Postcode 4874, Sum insured $71350, Year built 2015, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $267.20, Excess $950, Half-excess 2, Category power, Postcode 4220, Sum insured $7550, Year built 2006, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $263.34, Excess $1000, Half-excess 2, Category power, Postcode 4655, Sum insured $18900, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $297.89, Excess $500, Half-excess 2, Category power, Postcode 4701, Sum insured $12625, Year built 2013, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Bad
Customer: Premium $561.57, Excess $1250, Half-excess 2, Category power, Postcode 6069, Sum insured $43600, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $535.12, Excess $1500, Half-excess 2, Category power, Postcode 6166, Sum insured $71900, Year built 1998, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $629.71, Excess $1000, Half-excess 2, Category power, Postcode 3043, Sum insured $72200, Year built 2018, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $413.69, Excess $750, Half-excess 2, Category power, Postcode 5050, Sum insured $47850, Year built 2019, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $221.71, Excess $1000, Half-excess 2, Category power, Postcode 6157, Sum insured $13075, Year built 2006, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $465.26, Excess $1000, Half-excess 2, Category power, Postcode 5251, Sum insured $31200, Year built 2008, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $217.55, Excess $950, Half-excess 2, Category power, Postcode 3028, Sum insured $10050, Year built 2002, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $308.93, Excess $1000, Half-excess 2, Category power, Postcode 2774, Sum insured $20800, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $425.24, Excess $1000, Half-excess 2, Category power, Postcode 2200, Sum insured $30650, Year built 2006, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Bad
Customer: Premium $429.69, Excess $1000, Half-excess 2, Category power, Postcode 2570, Sum insured $15150, Year built 1988, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $831.97, Excess $1000, Half-excess 2, Category power, Postcode 2486, Sum insured $37200, Year built 2003, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $617.27, Excess $1000, Half-excess 2, Category power, Postcode 2199, Sum insured $74200, Year built 2016, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $243.70, Excess $500, Half-excess 2, Category power, Postcode 4740, Sum insured $15350, Year built 2012, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Bad
Customer: Premium $221.48, Excess $950, Half-excess 2, Category power, Postcode 2759, Sum insured $9175, Year built 2000, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $547.61, Excess $1250, Half-excess 2, Category power, Postcode 4224, Sum insured $44900, Year built 1984, Professionally built True, Water skiers 0, Previous claims 1. Credit risk: Good
Customer: Premium $190.48, Excess $950, Half-excess 2, Category power, Postcode 3095, Sum insured $4000, Year built 2005, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
Customer: Premium $263.34, Excess $1000, Half-excess 2, Category power, Postcode 2280, Sum insured $17200, Year built 1993, Professionally built True, Water skiers 0, Previous claims 0. Credit risk: Good
